Title,Date
The Rock,1/23/17
Top Gear: Series 22: Episode 8,1/22/17
Top Gear: Series 22: Episode 4,1/22/17
Top Gear: Series 22: Episode 3,1/22/17
Top Gear: Series 22: Episode 1,1/21/17
Lucky Number Slevin,1/21/17
Blue Bloods: Season 1: Chinatown,1/21/17
Canada's Worst Driver: Season 8: Here They Come…,1/21/17
Top Gear: Series 22: Patagonia Special: Part 2,1/21/17
Top Gear: Series 21: Burma Special: Part 2,1/21/17
Top Gear: Series 21: Burma Special: Part 1,1/20/17
Top Gear: Series 21: Episode 5,1/20/17
Top Gear: Series 21: Episode 4,1/20/17
Top Gear: Series 20: Episode 5,1/19/17
Top Gear: Series 20: Episode 4,1/18/17
London Has Fallen,1/17/17
Top Gear: Series 20: Episode 1,1/16/17
Top Gear: Series 19: Episode 1,1/16/17
Top Gear: Series 18: Episode 7,1/15/17
Top Gear: Series 18: Episode 6,1/15/17
Top Gear: Series 18: Episode 5,1/15/17
Top Gear: Series 18: Episode 4,1/15/17
Top Gear: Series 18: Episode 3,1/15/17
Top Gear: Series 18: Episode 2,1/14/17
Top Gear: Series 18: Episode 1,1/13/17
Collateral Damage,1/11/17
Fire with Fire,1/4/17
The Giver,1/2/17
Motorway Cops: Collection: Lights Out,1/2/17
To Kill a Mockingbird,12/25/16
Arrow: Season 2: Birds of Prey,12/25/16
Bob Ross: Beauty Is Everywhere: Collection 1: Cliffside,12/23/16
Gladiator,12/18/16
Inside the World’s Toughest Prisons: Season 1: Honduras,12/18/16
Spotlight,12/18/16
Arrow: Season 2: Suicide Squad,12/14/16
Arrow: Season 2: The Promise,12/14/16
David Blaine: Street Magic,12/14/16
Get the Gringo,12/14/16
Arrow: Season 2: Time of Death,12/14/16
Arrow: Season 2: Heir to the Demon,12/12/16
Arrow: Season 2: Tremors,12/12/16
Arrow: Season 2: Blind Spot,12/12/16
Arrow: Season 2: Three Ghosts,12/11/16
Arrow: Season 2: The Scientist,12/11/16
Arrow: Season 2: State v. Queen,12/11/16
Arrow: Season 2: Keep Your Enemies Closer,12/11/16
Arrow: Season 2: League of Assassins,12/11/16
Arrow: Season 2: Crucible,12/11/16
Arrow: Season 2: Broken Dolls,12/11/16
Arrow: Season 2: Identity,12/11/16
Arrow: Season 2: City of Heroes,12/10/16
Arrow: Season 1: Sacrifice,12/10/16
Arrow: Season 1: Darkness on the Edge of Town,12/10/16
Arrow: Season 1: The Undertaking,12/10/16
Arrow: Season 1: Home Invasion,12/10/16
Arrow: Season 1: Unfinished Business,12/10/16
Arrow: Season 1: Salvation,12/10/16
Arrow: Season 1: The Huntress Returns,12/10/16
Arrow: Season 1: Dead to Rights,12/10/16
Arrow: Season 1: Dodger,12/10/16
Arrow: Season 1: The Odyssey,12/10/16
Arrow: Season 1: Betrayal,12/10/16
Arrow: Season 1: Vertigo,12/9/16
Arrow: Season 1: Trust but Verify,12/9/16
Arrow: Season 1: Burned,12/9/16
Arrow: Season 1: Year's End,12/8/16
Arrow: Season 1: Vendetta,12/8/16
Arrow: Season 1: Muse of Fire,12/8/16
Arrow: Season 1: Legacies,12/8/16
Arrow: Season 1: Damaged,12/7/16
Arrow: Season 1: An Innocent Man,12/7/16
Arrow: Season 1: Lone Gunmen,12/7/16
Arrow: Season 1: Honor Thy Father,12/7/16
Arrow: Season 1: Pilot,12/7/16
Defiance,12/4/16
Black Mirror: Season 2: White Christmas,12/3/16
National Lampoon's Animal House,12/3/16
Hannibal Buress: Comedy Camisado,12/1/16
The Big Short,12/1/16
Batman,11/30/16
True Memoirs of an International Assassin,11/26/16
Jim Gaffigan: Beyond the Pale,11/26/16
Tom Segura: Mostly Stories,11/23/16
Patton Oswalt: Talking for Clapping,11/15/16
Tom Segura: Completely Normal,11/15/16
Jim Gaffigan: King Baby,11/15/16
Hannibal Buress: Animal Furnace,11/13/16
xXx,11/13/16
The Recruit,11/13/16
Jim Jefferies: Freedumb,11/13/16
The Pacifier,11/11/16
MacGyver: Season 1: The Gauntlet,11/11/16
MacGyver: Season 1: Thief of Budapest,11/9/16
Louis C.K.: Live at the Comedy Store,11/1/16
MacGyver: Season 1: The Golden Triangle,11/1/16
MacGyver: Season 1: Pilot,10/29/16
You Laugh But It's True,10/29/16
Louis C.K.: Hilarious,10/29/16
Undecided: The Movie,10/22/16
Ghost Town,10/1/16
Trevor Noah: African American,9/14/16
Saving Private Ryan,9/14/16
Hyena Road,8/31/16
Jim Gaffigan: Obsessed,8/24/16
Mission: Impossible III,8/19/16
Jim Jefferies : BARE,8/17/16
Blue Bloods: Season 6: Blowback,8/11/16
Blue Bloods: Season 6: The Extra Mile,8/10/16
Blue Bloods: Season 6: Down the Rabbit Hole,8/10/16
Blue Bloods: Season 6: Blast from the Past,8/10/16
Blue Bloods: Season 6: Town Without Pity,8/10/16
Blue Bloods: Season 6: Friends in Need,8/10/16
Blue Bloods: Season 6: Help Me Help You,8/10/16
Blue Bloods: Season 6: Fresh Start,8/10/16
Blue Bloods: Season 6: The Road to Hell,8/10/16
Blue Bloods: Season 6: Stomping Ground,8/10/16
Blue Bloods: Season 6: Back in the Day,8/10/16
Blue Bloods: Season 6: Flags of Our Fathers,8/10/16
Blue Bloods: Season 6: Cursed,8/10/16
Blue Bloods: Season 6: Hold Outs,8/9/16
Blue Bloods: Season 6: Unsung Heroes,8/9/16
Blue Bloods: Season 6: The Bullitt Mustang,8/9/16
Blue Bloods: Season 6: Rush to Judgement,8/9/16
Blue Bloods: Season 6: Backstabbers,8/9/16
Blue Bloods: Season 6: With Friends Like These,8/9/16
Blue Bloods: Season 6: All the News That’s Fit to Click,8/9/16
Blue Bloods: Season 6: Absolute Power,8/9/16
Blue Bloods: Season 6: Worst Case Scenario,8/9/16
Failure to Launch,8/8/16
Funny or Die Presents: Donald Trump's The Art of the Deal: The Movie,8/2/16
Four Brothers,7/16/16
Bill Burr: You People Are All the Same,7/13/16
Spies Like Us,7/12/16
Lethal Weapon 4,7/10/16
Jackass 2.5,7/9/16
American Pie Presents: The Naked Mile,7/9/16
Jim Gaffigan: Mr. Universe,7/9/16
Swordfish,7/5/16
Minions,6/30/16
Taps,6/27/16
Scarface,6/27/16
Killing Them Softly,6/17/16
Into the Wild,6/17/16
Django Unchained,6/17/16
Flypaper,6/12/16
The Running Man,6/9/16
Eraser,6/9/16
Jarhead 3: The Siege,6/8/16
Johnny English,6/8/16
Zoolander,6/4/16
The Interview,6/1/16
Chasing Ice,5/29/16
Bill Burr: I'm Sorry You Feel That Way,5/20/16
Black Mirror: Season 2: White Bear,4/29/16
Black Mirror: Season 1: Fifteen Million Merits,4/29/16
Black Mirror: Season 1: The National Anthem,4/28/16
Kill Bill: Vol. 2,4/17/16
Sixteen Blocks,4/17/16
Arrested Development: Season 1: Bringing Up Buster,4/16/16
Arrested Development: Season 1: Top Banana,4/16/16
Arrested Development: Season 1: Pilot,4/16/16
The Gabby Douglas Story,4/16/16
Hostage,4/12/16
Portlandia: Season 1: Mayor Is Missing,4/8/16
Portlandia: Season 1: Aimee,4/8/16
Portlandia: Season 1: A Song for Portland,4/8/16
Portlandia: Season 1: Farm,4/8/16
Clear and Present Danger,3/31/16
The Score,3/30/16
Spy Game,3/30/16
Batman,3/30/16
Wilfred: Season 1: Anger,3/13/16
Wilfred: Season 1: Pride,3/13/16
Redemption,3/12/16
Wilfred: Season 1: Conscience,3/12/16
Wilfred: Season 1: Respect,3/12/16
Wilfred: Season 1: Acceptance,3/12/16
Wilfred: Season 1: Fear,3/11/16
Wilfred: Season 1: Trust,3/11/16
Wilfred: Season 1: Happiness,3/11/16
Wilfred (Australia): Season 1 (AU): There is a Dog,3/11/16
London Boulevard,3/3/16
The Gunman,2/19/16
Sirens: Season 1: Pilot,2/17/16
Chef,2/13/16
Rosewater,2/13/16
Aziz Ansari: Dangerously Delicious,2/4/16
Blue Bloods: Season 2: Collateral Damage,2/3/16
Nightcrawler,2/3/16
Battle Creek: Season 1: The Battle Creek Way,1/19/16
Blue Bloods: Season 3: This Way Out,1/15/16
Blue Bloods: Season 3: The Bitter End,1/15/16
Blue Bloods: Season 3: Devil's Breath,1/15/16
Blue Bloods: Season 3: Ends & Means,1/10/16
Blue Bloods: Season 3: Loss of Faith,1/10/16
Blue Bloods: Season 3: No Regrets,1/10/16
Blue Bloods: Season 3: Protest Too Much,1/9/16
Blue Bloods: Season 3: Quid Pro Quo,1/9/16
Blue Bloods: Season 3: Warriors,1/9/16
Blue Bloods: Season 4: Custody Battle,1/9/16
Blue Mountain State: Season 1: There's Only One Second Best,1/9/16
Blue Mountain State: Season 1: Rivalry Weekend,1/9/16
Blue Mountain State: Season 1: Pocket P*ssy,1/9/16
Blue Mountain State: Season 1: Promise Ring,1/9/16
The Punisher,1/8/16
Blue Bloods: Season 3: Old Wounds,1/7/16
Louis C.K.: Chewed Up,1/5/16
Blue Bloods: Season 3: Family Business,1/5/16
Blue Bloods: Season 4: To Protect and Serve,1/5/16
Blue Bloods: Season 4: Exiles,1/5/16
Blue Bloods: Season 4: Secret Arrangements,1/5/16
Blue Bloods: Season 4: Righting Wrongs,1/5/16
Blue Bloods: Season 4: Knockout Game,1/4/16
Blue Bloods: Season 4: Insult to Injury,1/4/16
Blue Bloods: Season 4: Open Secrets,1/4/16
Blue Bloods: Season 4: Manhattan Queens,1/4/16
Blue Bloods: Season 4: Unfinished Business,1/4/16
Blue Bloods: Season 4: The Bogeyman,1/4/16
Blue Bloods: Season 4: Ties That Bind,1/4/16
Blue Bloods: Season 4: Mistaken Identity,1/3/16
Blue Bloods: Season 4: Bad Blood,1/3/16
Blue Bloods: Season 4: Growing Boys,1/3/16
Blue Bloods: Season 4: Lost and Found,1/3/16
Blue Bloods: Season 4: The Truth About Lying,1/3/16
Kevin Hart: I'm a Grown Little Man,1/3/16
Kevin Hart: Laugh at My Pain,1/3/16
Blue Bloods: Season 5: The Art of War,1/3/16
Blue Bloods: Season 5: New Rules,1/3/16
Blue Bloods: Season 5: Payback,1/2/16
Blue Bloods: Season 5: Through the Looking Glass,1/2/16
Blue Bloods: Season 5: Bad Company,1/2/16
Blue Bloods: Season 5: Occupational Hazards,1/2/16
Blue Bloods: Season 5: In the Box,1/2/16
Blue Bloods: Season 5: Power Players,1/2/16
Blue Bloods: Season 5: The Poor Door,1/2/16
Blue Bloods: Season 5: Love Stories,1/2/16
Blue Bloods: Season 5: Home Sweet Home,1/2/16
Blue Bloods: Season 5: Baggage,1/2/16
Blue Bloods: Season 5: Sins of the Father,1/2/16
Blue Bloods: Season 5: Under the Gun,1/2/16
Blue Bloods: Season 5: Power of the Press,1/2/16
Blue Bloods: Season 5: Shoot the Messenger,1/2/16
Blue Bloods: Season 5: Most Wanted,1/2/16
Blue Bloods: Season 5: Loose Lips,1/1/16
Blue Bloods: Season 5: Excessive Force,1/1/16
Blue Bloods: Season 5: Burning Bridges,1/1/16
Blue Bloods: Season 5: Forgive and Forget,1/1/16
Blue Bloods: Season 5: Partners,12/31/15
Team America: World Police,12/31/15
Blue Bloods: Season 4: Above and Beyond,12/31/15
Blue Bloods: Season 4: Justice Served,12/31/15
Blue Bloods: Season 4: Drawing Dead,12/31/15
Blue Bloods: Season 4: The City That Never Sleeps,12/31/15
Blue Bloods: Season 4: Unwritten Rules,12/31/15
Blue Bloods: Season 2: Black and Blue,12/30/15
Blue Bloods: Season 3: Men in Black,12/30/15
Blue Bloods: Season 3: Inside Jobs,12/29/15
Blue Bloods: Season 3: Framed,12/29/15
Blue Bloods: Season 3: Front Page News,12/29/15
Blue Bloods: Season 3: Fathers and Sons,12/29/15
Blue Bloods: Season 3: Secrets and Lies,12/29/15
Blue Bloods: Season 3: Higher Education,12/28/15
Blue Bloods: Season 3: Nightmares,12/28/15
Blue Bloods: Season 3: Greener Grass,12/27/15
The Ridiculous 6,12/27/15
Homefront,12/22/15
Chris Tucker Live,12/11/15
Louis C.K.: Live at the Beacon Theater,12/11/15
Rambo III,12/8/15
Rambo: First Blood Part II,12/8/15
Rambo: First Blood,12/7/15
The Boondocks: Season 3: The Fried Chicken Flu,11/21/15
Chris D'Elia: Incorrigible,11/20/15
Top Gun,11/16/15
The Bourne Supremacy,11/16/15
Nick Offerman: American Ham,11/4/15
Sabotage,10/27/15
Kill Bill: Vol. 1,10/27/15
Blue Bloods: Season 3: Risk and Reward,10/12/15
The Bank Job,10/4/15
The Prince,9/30/15
Blue Bloods: Season 3: Scorched Earth,9/30/15
"Blue Mountain State: Season 1: It's Called Hazing, Look It Up",9/30/15
Saturday Night Live: The 2010s: Season 37: Alec Baldwin/Radiohead,9/29/15
The Hurt Locker,9/2/15
Legit: Season 1: Pilot,9/1/15
Kevin Hart: Seriously Funny,8/31/15
Lewis Black: In God We Rust,8/31/15
Eddie Murphy: Raw,8/25/15
Interview with a Hitman,8/25/15
Top Shot: Collection: The Long Shot,8/25/15
Locked Up Abroad: Season 5: Saudi Bootlegger,8/12/15
Jim Norton: American Degenerate,8/12/15
Mike Birbiglia: What I Should Have Said Was Nothing: Tales from My Secret Public Journal,8/6/15
Jim Jefferies: Fully Functional,8/6/15
Gary Gulman: In This Economy?,8/5/15
Archer: Season 5: Archer Vice: Arrival / Departure,8/4/15
Archer: Season 5: Archer Vice: Filibuster,8/4/15
Archer: Season 5: Archer Vice: Palace Intrigue: Part II,8/4/15
Archer: Season 5: Archer Vice: Palace Intrigue: Part I,8/1/15
Archer: Season 5: Archer Vice: Baby Shower,8/1/15
Archer: Season 5: Archer Vice: On the Carpet,8/1/15
Archer: Season 5: Archer Vice: The Rules of Extraction,8/1/15
Archer: Season 5: Archer Vice: Smugglers' Blues,8/1/15
Archer: Season 5: Archer Vice: Southbound and Down,7/31/15
Archer: Season 5: Archer Vice: House Call,7/31/15
Archer: Season 5: Archer Vice: A Debt of Honor,7/31/15
Archer: Season 5: Archer Vice: A Kiss While Dying,7/26/15
Chuck: Season 1: Pilot,7/15/15
Archer: Season 5: Archer Vice: White Elephant,7/15/15
Archer: Season 4: Sea Tunt: Part II,7/15/15
Archer: Season 4: Sea Tunt: Part I,7/15/15
Archer: Season 4: The Papal Chase,7/15/15
Archer: Season 4: Un Chien Tangerine,7/14/15
Archer: Season 4: The Honeymooners,7/14/15
Archer: Season 4: Coyote Lovely,7/14/15
Archer: Season 4: Live and Let Dine,7/14/15
Archer: Season 4: Once Bitten,7/14/15
Archer: Season 4: Viscous Coupling,7/14/15
Archer: Season 4: Midnight Ron,7/14/15
Archer: Season 4: Legs,7/14/15
Archer: Season 4: The Wind Cries Mary,7/14/15
Archer: Season 4: Fugue and Riffs,7/13/15
"Archer: Season 3: Space Race, Part 2",7/13/15
"Archer: Season 3: Space Race, Part 1",7/13/15
Archer: Season 3: Skin Game,7/13/15
Archer: Season 3: Crossing Over,7/13/15
Archer: Season 3: Bloody Ferlin,7/13/15
Archer: Season 3: Lo Scandalo,7/13/15
Archer: Season 3: Drift Problem,7/13/15
Archer: Season 3: The Limited,7/13/15
Archer: Season 3: El Contador,7/13/15
Archer: Season 3: The Man from Jupiter,7/12/15
"Archer: Season 3: Heart of Archness, Part 3",7/12/15
"Archer: Season 3: Heart of Archness, Part 2",7/11/15
"Archer: Season 3: Heart of Archness, Part 1",7/11/15
Archer: Season 2: Double Trouble,7/10/15
Archer: Season 2: White Nights,7/10/15
Archer: Season 2: Jeu Monégasque,7/9/15
Archer: Season 2: El Secuestro,7/9/15
Archer: Season 2: Placebo Effect,7/9/15
Archer: Season 2: Stage Two,7/9/15
Archer: Season 2: Movie Star,7/9/15
Archer: Season 2: Tragical History,7/9/15
Archer: Season 2: The Double Deuce,7/9/15
Archer: Season 2: Pipeline Fever,7/8/15
Archer: Season 2: Blood Test,7/8/15
Archer: Season 2: A Going Concern,7/8/15
Archer: Season 2: Swiss Miss,7/8/15
Archer: Season 1: Dial M for Mother,7/8/15
Archer: Season 1: Job Offer,7/8/15
Archer: Season 1: The Rock,7/7/15
Archer: Season 1: Skytanic,7/7/15
Archer: Season 1: Skorpio,7/7/15
Archer: Season 1: Honeypot,7/7/15
Archer: Season 1: Killing Utne,7/7/15
Archer: Season 1: Diversity Hire,7/7/15
Archer: Season 1: Training Day,7/7/15
Archer: Season 1: Pilot: Mole Hunt,7/7/15
Point and Shoot,7/2/15
Aziz Ansari Live at Madison Square Garden,7/2/15
The November Man,7/1/15
G.I. Joe: Retaliation,7/1/15
A Most Wanted Man,6/30/15
Jack Ryan: Shadow Recruit,6/20/15
Anchorman 2: The Legend Continues (Super-Sized Version),6/3/15
Kevin Hart: Let Me Explain,6/3/15
The League: Season 4: Tailgate,6/3/15
Polar Bear: Spy on the Ice: Season 1: Episode 1,5/23/15
Crank,5/15/15
National Security,5/15/15
Modern Marvels: Collection: Tiny Weapons,4/14/15
Vietnam in HD: Search & Destroy (1966-1967),4/5/15
Bill Burr: Let It Go,4/4/15
Vietnam in HD: The Beginning (1964-1965),4/4/15
Sky Soldier,4/4/15
The Big Rig Bounty Hunters: Season 1: Tracked,4/3/15
TED Talks: Life Hack: Life Hack: Amy Cuddy: Your Body Language Shapes Who You Are,4/3/15
Jackass Presents: Bad Grandpa: Unrated Version,4/3/15
Hitler's G.I Death Camp,4/3/15
The Code,4/2/15
National Geographic: Inside Guantanamo,4/2/15
Dirty Wars,4/2/15
Inside Russia's Toughest Prison,3/29/15
National Geographic: Camp Leatherneck,3/28/15
Mission: Impossible II,3/26/15
Lethal Force,3/26/15
Jack Reacher,3/22/15
Korengal,3/21/15
Inside Combat Rescue: Season 1: Visions of War,3/15/15
National Geographic: 21 Days to Baghdad,3/14/15
Battle for Haditha,3/14/15
Blackfish,3/14/15
The Immigrant,2/24/15
Elsa & Fred,2/23/15
Red Dawn,2/19/15
